Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat(%),VSpd(m/s),Alt(m),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-22,08:32:12.950,-51,0,100,13,0,4,10,-67,84,-4,7.8,2.9,667,87,-0.7,3.0,-35.523507 149.068784,0.0,0.00,590,12,0,-11,1024,-6,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1480,1490,2012,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:13.450,-59,0,100,13,0,4,10,-52,84,14,7.8,2.9,667,87,-0.7,2.2,-35.523507 149.068784,0.0,0.00,590,12,1,-11,1024,-3,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1480,1490,2012,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:13.950,-48,0,100,13,0,4,10,-56,84,15,7.8,2.9,667,87,-0.7,2.2,-35.523507 149.068784,0.0,0.00,590,12,1,-16,1024,-1024,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1667,1489,2012,1500,2012,1500,1674,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:14.450,-52,0,100,14,0,4,10,-63,84,15,7.8,2.9,667,87,-0.7,2.2,-35.523508 149.068786,3.5,299.80,590,12,1,-1,1024,1022,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1272,1491,2012,1500,2012,1500,1266,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:14.950,-59,0,100,13,0,4,10,-72,84,14,7.8,3.0,670,87,-0.7,2.2,-35.523508 149.068786,3.5,299.80,590,12,1,20,1024,1024,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1271,1492,2012,1500,2012,1500,1265,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:15.450,-59,0,100,13,0,4,10,-67,88,5,7.8,3.0,670,87,0.9,2.2,-35.523508 149.068786,3.5,299.80,590,12,0,69,1024,1024,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1271,1497,2012,1500,2012,1500,1265,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:15.950,-61,0,100,13,0,4,10,-76,88,14,7.8,3.0,670,87,0.9,2.2,-35.523508 149.068786,3.5,299.80,590,12,1,80,1024,486,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1438,1498,2012,1500,2012,1500,1429,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:16.450,-69,0,100,13,0,4,10,-82,96,12,7.8,3.0,670,87,0.9,3.9,-35.523508 149.068786,3.5,299.80,590,12,1,244,1024,-96,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1485,1500,2012,1500,2012,1500,1475,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:16.950,-69,0,100,13,0,4,10,-77,96,2,7.8,3.0,670,87,0.9,3.9,-35.523508 149.068786,3.5,299.80,590,12,0,992,1024,56,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1477,1910,2012,1500,2012,1500,1467,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:17.450,-69,0,100,13,0,4,10,-77,92,2,7.8,3.0,670,87,0.9,3.9,-35.523508 149.068786,3.5,299.80,590,12,1,-246,1024,-147,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1488,1465,2012,1500,2012,1500,1478,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:17.950,-69,0,100,13,0,4,25,-83,88,11,7.8,3.0,670,87,0.9,3.9,-35.523524 149.068534,37.4,239.90,594,12,0,-35,1024,-175,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1490,1487,2012,1500,2012,1500,1479,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:18.450,-70,0,100,13,0,4,10,-80,92,12,7.8,3.0,670,87,0.9,3.9,-35.523524 149.068534,37.4,239.90,594,12,1,495,1024,-12,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1481,1545,2012,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:18.960,-72,0,100,13,0,4,10,-81,88,13,7.8,2.9,673,85,0.9,3.9,-35.523524 149.068534,37.4,239.90,594,12,1,580,1024,-12,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1481,1573,2012,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:19.450,-72,0,100,13,0,4,10,-82,88,13,7.8,2.9,673,85,3.2,3.9,-35.523524 149.068534,37.4,239.90,594,12,1,780,1024,12,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1479,1676,2012,1500,2012,1500,1469,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:19.950,-76,0,100,13,0,4,10,-87,88,10,7.8,2.9,673,85,3.2,17.0,-35.523524 149.068534,37.4,239.90,594,12,1,717,1024,0,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1480,1636,2012,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:32:20.450,-78,0,100,13,0,4,10,-86,88,-4,7.8,2.9,673,85,3.2,17.0,-35.523524 149.068534,37.4,239.90,594,12,0,611,1024,-10,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1481,1585,2012,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:20.950,-77,0,100,12,0,4,10,-86,88,11,7.8,2.9,673,85,3.2,17.0,-35.523640 149.068165,32.9,255.20,610,12,0,270,1024,-90,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1485,1500,2012,1500,2012,1500,1474,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:21.450,-78,0,100,13,0,4,10,-86,88,12,7.8,2.9,673,85,3.2,17.0,-35.523640 149.068165,32.9,255.20,610,12,0,706,1024,-46,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1482,1630,2012,1500,2012,1500,1472,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:21.950,-77,0,100,13,0,4,10,-87,88,8,7.8,2.9,675,85,3.2,17.0,-35.523640 149.068165,32.9,255.20,610,12,1,802,1024,-9,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1480,1692,2012,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:22.450,-77,0,100,13,0,4,10,-87,88,10,7.8,2.9,675,85,3.7,17.0,-35.523640 149.068165,32.9,255.20,610,12,1,646,1024,335,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1457,1599,2012,1500,2012,1500,1448,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:22.950,-78,0,100,13,0,4,10,-90,88,8,7.8,2.9,675,85,3.7,29.3,-35.523640 149.068165,32.9,255.20,610,12,1,-12,1024,-29,-892,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1481,1490,2012,1500,2012,1500,1471,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:23.450,-78,0,100,13,0,4,25,-90,88,8,7.8,2.9,675,85,3.7,29.3,-35.523640 149.068165,32.9,255.20,610,12,1,-12,1024,-27,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1481,1490,2012,1500,2012,988,1471,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:23.950,-83,0,99,12,0,4,10,-93,84,5,7.8,2.9,675,85,3.7,29.3,-35.523640 149.068165,32.9,255.20,610,12,1,256,1024,1009,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1279,1500,2012,1500,2012,988,1272,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:24.450,-83,0,99,12,0,4,10,-90,84,-2,7.8,2.9,675,85,3.7,29.3,-35.523712 149.067876,38.3,246.90,621,12,1,243,1024,1012,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1277,1500,2012,1500,2012,988,1271,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:24.950,-83,0,99,12,0,4,25,-93,80,6,7.8,2.9,675,85,3.7,29.3,-35.523712 149.067876,38.3,246.90,621,12,1,1024,1024,319,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1459,1967,2012,1500,2012,988,1449,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:25.450,-81,0,98,12,0,4,10,-89,80,9,7.8,2.9,678,82,3.7,29.3,-35.523712 149.067876,38.3,246.90,621,12,0,1023,1024,458,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1442,1966,2012,1500,2012,988,1433,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:25.950,-85,0,100,12,0,4,10,-91,88,8,7.8,2.9,678,82,3.5,29.3,-35.523712 149.067876,38.3,246.90,621,12,1,-213,1024,-129,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1487,1469,2012,1500,2012,988,1477,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:26.450,-85,0,100,12,0,4,10,-90,88,5,7.8,2.9,678,82,3.5,40.9,-35.523712 149.067876,38.3,246.90,621,12,1,-279,1024,-326,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1500,1460,2012,1500,2012,988,1491,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:26.950,-84,0,100,11,0,4,10,-95,92,3,7.8,2.9,678,82,3.5,40.9,-35.523712 149.067876,38.3,246.90,621,12,1,-229,1024,-250,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1495,1467,2012,1500,2012,988,1485,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:27.450,-85,0,100,12,0,4,10,-93,92,6,7.8,2.9,678,82,3.5,40.9,-35.523993 149.067713,-265.0,118.80,630,12,1,96,1024,-265,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1496,1499,2012,1500,2012,988,1486,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:27.950,-84,0,100,12,0,4,10,-94,92,4,7.8,2.9,681,83,3.5,40.9,-35.523993 149.067713,-265.0,118.80,630,12,1,439,1024,608,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1416,1530,2012,1500,2012,988,1407,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:28.450,-84,0,100,12,0,4,25,-96,92,3,7.8,2.9,681,83,3.5,40.9,-35.523993 149.067713,-265.0,118.80,630,12,1,453,1024,791,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1367,1534,2012,1500,2012,988,1359,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:28.950,-84,0,100,12,0,4,25,-90,88,8,7.8,2.9,681,83,4.9,40.9,-35.523993 149.067713,-265.0,118.80,630,12,1,849,1024,723,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1388,1732,2012,1500,2012,988,1380,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:29.450,-78,0,100,13,0,4,10,-90,88,8,7.8,2.9,681,83,4.9,40.9,-35.523993 149.067713,-265.0,118.80,630,12,1,932,1024,434,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1446,1822,2012,1500,2012,988,1436,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:29.950,-86,0,100,12,0,4,10,-97,84,1,7.8,2.9,681,83,4.9,44.9,-35.523993 149.067713,-265.0,118.80,630,12,1,384,1024,-12,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1481,1518,2012,1500,2012,988,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:30.450,-86,0,100,12,0,4,25,-97,84,1,7.8,2.9,681,83,4.9,44.9,-35.523993 149.067713,-265.0,118.80,630,12,0,482,1024,-277,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1497,1541,2012,1500,2012,988,1487,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:30.950,-86,0,100,12,0,4,25,-96,80,3,7.8,2.9,681,83,4.9,44.9,-35.523993 149.067713,-265.0,118.80,630,12,1,257,1024,-1020,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1665,1500,2012,1500,2012,988,1672,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:31.450,-84,0,100,12,0,4,10,-100,80,-8,7.8,2.9,681,83,4.9,44.9,-35.524439 149.067590,32.2,202.50,64,12,1,175,1024,-1024,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1667,1500,2012,1500,2012,988,1674,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:31.950,-84,0,100,12,0,4,25,-100,80,-8,7.8,2.9,681,83,4.9,44.9,-35.524439 149.067590,32.2,202.50,64,12,1,164,1024,-1024,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1667,1500,2012,1500,2012,988,1674,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:32.450,-88,0,96,10,0,4,10,-98,80,-2,7.7,2.9,684,81,4.9,44.9,-35.524439 149.067590,32.2,202.50,64,12,0,176,1024,-962,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1637,1500,2012,1500,2012,988,1645,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:32.950,-88,0,99,11,0,4,10,-95,84,3,7.7,2.9,684,81,1.4,44.9,-35.524439 149.067590,32.2,202.50,64,12,1,166,1024,-881,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1603,1500,2012,1500,2012,988,1611,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:33.450,-88,0,99,11,0,4,25,-96,84,2,7.7,2.9,684,81,1.4,44.9,-35.524439 149.067590,32.2,202.50,64,12,1,144,1024,-722,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1550,1500,2012,1500,2012,988,1559,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:33.950,-88,0,99,11,0,4,25,-94,80,5,7.7,2.9,684,81,1.4,54.8,-35.524439 149.067590,32.2,202.50,64,12,1,64,1024,-952,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1633,1496,2012,1500,2012,988,1640,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:34.450,-84,0,100,12,0,4,10,-100,80,-6,7.7,2.9,684,81,1.4,54.8,-35.524439 149.067590,32.2,202.50,64,12,1,-385,1024,396,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1451,1441,2012,1500,2012,988,1441,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:34.950,-93,0,100,8,0,4,10,-97,80,2,7.7,2.9,684,81,1.4,54.8,-35.524719 149.067327,45.9,194.10,650,12,1,-232,1024,-523,-891,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1506,1466,2012,1500,2012,988,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:35.450,-92,0,98,9,0,4,10,-107,80,-7,7.8,2.9,687,82,1.4,54.8,-35.524719 149.067327,45.9,194.10,650,12,1,-118,1024,-976,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1643,1480,2012,1500,2012,988,1651,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:35.950,-92,0,98,9,0,4,10,-107,80,-7,7.8,2.9,687,82,1.4,54.8,-35.524719 149.067327,45.9,194.10,650,12,1,-27,1024,-882,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1603,1488,2012,1500,2012,988,1612,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:36.450,-92,0,98,9,0,4,25,-101,72,-2,7.8,2.9,687,82,1.4,54.8,-35.524719 149.067327,45.9,194.10,650,12,1,-14,1024,-608,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1522,1489,2012,1500,2012,988,1532,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-22,08:32:36.950,-89,0,100,11,0,4,10,-104,76,-4,7.8,2.9,687,82,-3.5,54.8,-35.524719 149.067327,45.9,194.10,650,12,1,320,1024,1008,-892,-1024,-1,-1,-1,-1,0,0,0x0000000000000020,1279,1506,2012,1500,2012,988,1273,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
