Date,Time,Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2023-12-03,08:35:39.170,-0.02,-0.02,0.09,16.6,0.6,78,93,"ANGL",-35.523584 149.068742,0.1,15.92,1,18,37,37,100,90,1,25,24,100,102,0.0,-1,0,-1024,-3,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:39.660,-0.02,-0.02,0.09,16.6,0.6,78,93,"ANGL",-35.523584 149.068742,0.1,15.92,1,18,36,36,100,91,1,25,23,100,104,0.0,-1,0,-1024,-3,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:40.160,-0.02,-0.02,0.09,16.6,0.6,78,93,"ANGL",-35.523584 149.068742,0.1,15.92,1,18,34,34,100,93,1,25,23,100,103,0.0,-1,0,-1024,-4,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:40.660,-0.02,-0.02,0.10,16.6,0.6,78,93,"ANGL",-35.523584 149.068742,0.2,15.92,1,18,34,34,100,93,1,25,24,100,103,0.0,-1,0,-1024,-3,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:41.160,-0.02,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523584 149.068742,0.1,15.92,1,18,34,34,100,93,1,25,23,100,104,0.0,0,1,-1024,-3,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:41.660,-0.02,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.1,15.92,1,18,36,36,100,91,1,25,24,100,102,0.0,0,0,-1024,-3,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:42.160,-0.02,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.1,15.92,1,18,35,35,100,92,1,25,24,100,103,0.0,0,0,-1024,-3,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:42.660,-0.02,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.0,15.92,1,18,42,42,100,85,1,25,37,100,93,0.0,-1,0,-1024,-3,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:43.160,-0.01,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523584 149.068743,0.1,15.92,1,18,43,43,100,84,1,25,28,100,98,0.0,0,0,-1024,-4,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:43.660,-0.01,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.3,15.92,1,18,39,39,100,88,1,25,27,100,99,0.0,0,0,-1024,-3,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:44.160,-0.02,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.3,15.92,1,18,37,37,100,90,1,25,27,100,100,0.0,-1,0,-1024,-4,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:44.660,-0.01,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.2,15.92,1,18,36,36,100,91,1,25,27,100,100,0.0,0,0,-1024,-4,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:45.160,-0.01,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.1,15.92,1,18,39,39,100,88,1,25,24,100,103,0.0,0,0,-1024,-4,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:45.660,-0.01,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.2,15.92,1,18,43,43,100,84,1,25,31,100,95,0.0,-1,0,-1024,-4,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1499,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:46.160,-0.01,-0.02,0.10,16.6,0.6,79,93,"ANGL",-35.523583 149.068743,0.0,15.92,1,18,39,39,100,88,1,25,34,100,94,0.0,0,0,-1024,-4,-37,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:46.660,-0.01,-0.02,0.10,16.6,0.6,80,93,"ANGL",-35.523583 149.068743,0.2,15.92,1,18,37,37,100,90,1,25,26,100,99,0.0,0,1,-1024,-4,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:47.160,-0.01,-0.02,0.11,16.6,0.6,80,93,"ANGL",-35.523583 149.068743,0.7,15.92,1,18,32,32,100,95,1,25,18,100,109,0.0,0,0,-1024,-4,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2023-12-03,08:35:47.660,0.08,0.07,0.01,16.6,0.6,80,93,"ANGL",-35.523583 149.068742,1.1,23.14,1,18,30,30,100,97,1,25,17,100,111,1.1,0,1,-1024,-4,-36,-1024,765,0,0,0,0,1024,1024,0,-1,1,-1,-1,-1,1,-1,0x0000000000000000,1498,1500,988,1500,2012,2012,999,988,1500,1482,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
