Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat(%),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-22,08:06:16.180,-67,0,100,13,0,4,10,-65,100,13,7.8,66.1,2906,85,,0.0,0.00,0,0,0,-371,1024,-5,-890,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1500,1464,2012,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:16.680,-67,0,100,13,0,4,10,-71,100,13,7.8,66.0,2918,84,,0.0,0.00,0,0,0,-284,1024,-6,-890,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1500,1480,2012,1500,2012,1500,1501,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:17.180,-72,0,100,13,0,4,10,-73,100,14,7.8,66.0,2930,84,,0.0,0.00,0,0,0,-54,1024,657,-889,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1324,1500,2012,1500,2012,1500,1317,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:17.680,-76,0,100,13,0,4,10,-76,100,13,7.7,66.0,2943,82,,0.0,0.00,0,0,0,-19,1024,340,-889,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1453,1500,2012,1500,2012,1500,1444,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:18.180,-75,0,100,13,0,4,10,-73,100,15,7.7,66.0,2943,82,,0.0,0.00,0,0,0,-80,1024,31,-889,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1500,1500,2012,1500,2012,1500,1496,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:18.680,-75,0,100,13,0,4,10,-81,100,10,7.7,66.0,2955,82,,0.0,0.00,0,0,0,-293,1024,-640,-890,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1667,1478,2012,1500,2012,1500,1674,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:19.180,-81,0,100,13,0,4,10,-72,100,13,7.7,66.0,2967,82,,0.0,0.00,0,0,0,-420,1024,-695,-890,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1700,1454,2012,1500,2012,1500,1707,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:19.680,-78,0,100,13,0,4,10,-94,100,4,7.7,66.0,2977,81,,0.0,0.00,0,0,0,-616,1024,265,-889,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1470,1391,2012,1500,2012,1500,1460,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:20.180,-85,0,99,10,0,4,10,-75,100,13,7.7,66.0,2989,80,,0.0,0.00,0,0,0,-516,1024,358,-890,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1448,1428,2012,1500,2012,1500,1439,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:20.680,-89,0,99,11,0,4,10,-88,100,9,7.7,66.0,2989,80,,0.0,0.00,0,0,0,-460,1024,419,-889,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1431,1444,2012,1500,2012,1500,1422,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:21.180,-89,0,99,11,0,4,10,-89,100,7,7.7,66.0,3001,81,,0.0,0.00,0,0,0,-220,1024,6,-890,-1024,-1,-1,-1,-1,1,-1,0x0000000000000020,1500,1488,2012,1500,2012,1500,1499,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:21.680,-87,0,99,11,0,4,10,-81,100,12,7.7,66.0,3014,81,,0.0,0.00,0,0,0,-336,1024,-75,-889,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1491,1417,1754,1500,2012,1500,1481,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:22.180,-84,0,100,13,0,4,10,-82,100,13,7.8,66.2,3026,89,,0.0,0.00,0,0,0,-19,1024,-556,-889,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1519,1457,1754,1500,2012,1500,1529,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:22.680,-81,0,100,13,0,4,10,-80,100,13,7.8,66.2,3026,89,,0.0,0.00,0,0,0,104,1024,-592,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1526,1469,1754,1500,2012,1500,1536,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:23.180,-81,0,100,13,0,4,10,-83,100,12,7.9,66.1,3036,89,,0.0,0.00,0,0,0,597,1024,25,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1486,1546,1754,1500,2012,1500,1476,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:23.680,-84,0,100,13,0,4,10,-82,100,12,7.8,66.2,3048,89,,0.0,0.00,0,0,0,693,1024,-14,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1488,1587,1754,1500,2012,1500,1478,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:24.180,-86,0,100,11,0,4,10,-87,100,9,7.9,66.2,3060,89,,0.0,0.00,0,0,0,-469,1024,-593,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1526,1386,1754,1500,2012,1500,1536,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:24.680,-89,0,100,12,0,4,10,-86,100,10,7.9,66.1,3073,87,,0.0,0.00,0,0,0,-253,1024,-319,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1500,1431,1754,1500,2012,1500,1498,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:25.180,-90,0,100,10,0,4,10,-85,100,11,7.9,66.1,3073,87,,0.0,0.00,0,0,0,-72,1024,133,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1480,1453,1754,1500,2012,1500,1470,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:25.680,-91,0,99,10,0,4,10,-92,100,5,7.9,66.1,3085,89,,0.0,0.00,0,0,0,-79,1024,42,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1485,1452,1754,1500,2012,1500,1475,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:26.180,-91,0,99,10,0,4,10,-89,100,9,7.9,66.2,3097,90,,0.0,0.00,0,0,0,-176,1024,-23,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1488,1441,1754,1500,2012,1500,1478,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:26.680,-92,0,99,11,0,4,10,-90,100,8,7.9,66.1,3107,90,,0.0,0.00,0,0,0,-202,1024,-496,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1509,1438,1754,1500,2012,1500,1519,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:27.180,-95,0,100,8,0,4,10,-90,100,7,7.8,66.2,3119,89,,0.0,0.00,0,0,0,-44,1024,-651,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1539,1455,1754,1500,2012,1500,1549,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:27.680,-90,0,100,11,0,4,10,-92,100,6,7.8,66.2,3119,89,,0.0,0.00,0,0,0,3,1024,-839,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1594,1459,1754,1500,2012,1500,1603,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:28.180,-90,0,100,11,0,4,10,-88,100,9,7.9,66.2,3131,89,,0.0,0.00,0,0,0,56,1024,-848,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1597,1464,1754,1500,2012,1500,1606,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:28.680,-90,0,100,11,0,4,10,-81,100,12,7.9,66.0,3144,90,,0.0,0.00,0,0,0,-135,1024,247,-889,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1472,1445,1754,1500,2012,1500,1462,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:29.180,-87,0,100,11,0,4,10,-82,100,13,7.9,66.1,3156,90,,0.0,0.00,0,0,1,-561,1024,310,-889,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1467,1354,1754,1500,2012,1500,1457,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:29.680,-85,0,99,12,0,4,10,-85,100,11,7.9,66.1,3156,90,,0.0,0.00,0,0,0,-608,1024,238,-889,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1473,1334,1754,1500,2012,1500,1463,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:30.180,-85,0,99,12,0,4,10,-91,100,7,7.9,66.2,3166,88,,0.0,0.00,0,0,0,-351,1024,144,-889,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1480,1414,1754,1500,2012,1500,1469,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:30.680,-94,0,100,9,0,4,10,-87,100,10,7.9,66.1,3178,90,,0.0,0.00,0,0,0,-21,1024,82,-889,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1483,1457,1754,1500,2012,1500,1473,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:31.180,-88,0,100,12,0,4,10,-81,100,13,7.9,66.1,3190,90,,0.0,0.00,0,0,0,3,1024,-7,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1488,1459,1754,1500,2012,1500,1477,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:31.680,-86,0,100,12,0,4,10,-80,100,13,7.9,66.2,3202,90,,0.0,0.00,0,0,0,28,1024,-10,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1488,1461,1754,1500,2012,1500,1478,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:32.180,-82,0,100,13,0,4,10,-78,100,13,7.9,66.2,3202,90,,0.0,0.00,0,0,0,-16,1024,2,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1487,1458,1754,1500,2012,1500,1477,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:32.680,-82,0,100,13,0,4,10,-75,100,13,7.9,66.1,3215,90,,0.0,0.00,0,0,0,139,-22,89,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1483,1472,1362,1500,2012,1500,1472,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:33.180,-80,0,100,13,0,4,10,-73,100,14,7.9,66.2,3227,90,,0.0,0.00,0,0,0,79,-22,-1024,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1674,1466,1362,1500,2012,1500,1681,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:33.680,-78,0,100,13,0,4,10,-78,100,13,8.0,66.1,3237,92,,0.0,0.00,0,0,0,190,-22,-1021,-891,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1673,1478,1362,1500,2012,1500,1680,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:34.180,-81,0,100,13,0,4,10,-78,100,13,8.0,66.1,3237,92,,0.0,0.00,0,0,0,18,-22,-7,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1488,1461,1362,1500,2012,1500,1477,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:34.680,-81,0,100,13,0,4,10,-73,100,14,8.0,66.2,3249,92,,0.0,0.00,0,0,0,-17,-22,289,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1469,1458,1362,1500,2012,1500,1459,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:35.180,-78,0,100,13,0,4,10,-71,100,13,8.0,66.2,3261,92,,0.0,0.00,0,0,0,-9,-22,272,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1470,1458,1362,1500,2012,1500,1461,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:35.680,-75,0,100,13,0,4,10,-72,100,13,8.0,66.2,3273,93,,0.0,0.00,0,0,0,83,-22,-2,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1487,1466,1362,1500,2012,1500,1477,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:36.180,-77,0,100,13,0,4,10,-77,100,14,8.0,66.2,3286,93,,0.0,0.00,0,0,0,99,-22,0,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1487,1468,1362,1500,2012,1500,1477,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-12-22,08:06:36.680,-77,0,100,13,0,4,10,-91,100,7,8.0,66.2,3286,93,,0.0,0.00,0,0,0,90,-22,31,-890,-1024,-1,-1,-1,-1,0,-1,0x0000000000000020,1486,1467,1362,1500,2012,1500,1475,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
