Date,Time,Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-02-11,09:28:22.160,-0.03,0.08,-0.09,12.3,1.0,43,98,"ANGL",-35.523604 149.068732,0.0,0.00,0,11,43,43,100,84,1,25,33,100,93,0.0,3,6,-1024,-7,-48,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:23.140,-0.03,0.08,-0.09,12.3,1.0,43,98,"ANGL",-35.523604 149.068732,0.0,0.00,0,11,47,47,100,80,1,25,35,100,91,0.0,3,6,-1024,-7,-48,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:24.140,-0.03,0.09,-0.09,12.3,1.0,43,98,"ANGL",-35.523604 149.068732,0.1,0.00,0,11,54,54,100,73,1,25,38,100,88,0.0,3,6,-1024,-7,-47,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:25.140,-0.03,0.09,-0.09,12.3,1.0,43,98,"ANGL",-35.523605 149.068732,0.3,0.00,0,12,54,54,100,73,1,25,37,100,90,0.0,3,6,-1024,-7,-48,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:26.140,-0.03,0.09,-0.09,12.3,1.0,44,98,"ANGL",-35.523605 149.068732,0.1,0.00,0,12,58,58,100,69,1,25,37,100,85,0.0,2,6,-1024,-7,-47,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:27.140,-0.03,0.09,-0.09,12.3,1.0,44,98,"ANGL",-35.523605 149.068732,0.1,0.00,0,12,46,46,100,81,1,25,38,100,88,0.0,3,6,-1024,-7,-47,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:28.140,-0.03,0.09,-0.09,12.3,1.0,44,98,"ANGL",-35.523605 149.068732,0.0,0.00,0,12,51,51,100,76,1,25,37,100,87,0.0,2,6,-1024,-7,-48,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:29.140,-0.03,0.09,-0.10,12.3,1.0,45,98,"ANGL",-35.523606 149.068731,0.0,0.00,0,12,62,62,100,65,1,25,37,100,85,0.0,3,6,-1024,-7,-48,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:30.140,-0.03,0.09,-0.10,12.3,1.0,45,98,"ANGL",-35.523606 149.068731,0.0,0.00,0,12,58,58,100,69,1,25,35,100,84,0.0,3,6,-1024,-7,-47,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-02-11,09:28:31.140,-0.03,0.09,-0.10,12.3,1.0,45,98,"ANGL",-35.523606 149.068731,0.0,0.00,0,12,45,45,100,82,1,25,34,100,92,0.0,3,6,-1024,-7,-48,-1024,-6,0,0,0,0,1024,1024,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000000,1497,1503,988,1501,2012,988,999,988,1500,2012,1582,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
